run_id,task_id,graph_id,size_stratum,m,dilution_score,endpoint_objective,shots,replicate,sampling_seed,alpha,cvar_estimate,cvar_exact,cvar_error,relative_error,p_feas_estimate,p_feas_exact,p_opt_estimate,p_opt_exact
a3est-74abc814ad656dbed8e1,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O0,1000,10,3813496313348215560,0.02,0.09302325581395347,0.09302325581395349,-1.3877787807814457e-17,-1.491862189340054e-16,0.159,0.15921807579489985,0.038,0.04525427419308496
a3est-74abc814ad656dbed8e1,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O0,1000,10,3813496313348215560,0.05,0.0958139534883721,0.09412691297835232,0.0016870405100197772,0.017923040888505177,0.159,0.15921807579489985,0.038,0.04525427419308496
a3est-74abc814ad656dbed8e1,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O0,1000,10,3813496313348215560,0.1,0.1021511627906977,0.10127542382101364,0.0008757389696840701,0.008647102491832407,0.159,0.15921807579489985,0.038,0.04525427419308496
a3est-74abc814ad656dbed8e1,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O0,1000,10,3813496313348215560,0.25,0.5172480620155039,0.5149031553387586,0.002344906676745251,0.004554073231892547,0.159,0.15921807579489985,0.038,0.04525427419308496
a3est-74abc814ad656dbed8e1,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,2.4082399653118496,O0,1000,10,3813496313348215560,0.5,0.9048837209302326,0.9094142662977858,-0.0045305453675531515,-0.0049818279033569,0.159,0.15921807579489985,0.038,0.04525427419308496
a3est-74af9f174826162286cf,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O0,1000,26,735409690686898363,0.02,0.05232558139534884,0.05232558139534884,0.0,0.0,0.271,0.28658743802824954,0.105,0.10848971931166175
a3est-74af9f174826162286cf,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O0,1000,26,735409690686898363,0.05,0.05232558139534884,0.05232558139534884,0.0,0.0,0.271,0.28658743802824954,0.105,0.10848971931166175
a3est-74af9f174826162286cf,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O0,1000,26,735409690686898363,0.1,0.05232558139534881,0.05232558139534884,-2.7755575615628914e-17,-5.304398895431303e-16,0.271,0.28658743802824954,0.105,0.10848971931166175
a3est-74af9f174826162286cf,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O0,1000,26,735409690686898363,0.25,0.0797906976744186,0.07849798974602501,0.0012927079283935883,0.016468038641193974,0.271,0.28658743802824954,0.105,0.10848971931166175
a3est-74af9f174826162286cf,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,1.630088714928206,O0,1000,26,735409690686898363,0.5,0.6124837209302326,0.5749847820536839,0.03749893887654876,0.06521727191215931,0.271,0.28658743802824954,0.105,0.10848971931166175
