run_id,task_id,objective_id,p_feas,expected_total_penalty,penalty_bound_lower_margin,penalty_bound_upper_margin,penalty_bound_pass
objective-run-6809b38bd54e82ab23ba,task-v2-3f363bac5736,O1,0.027647178164171,1.6373777651674195,0.6650249433315899,2.252033522175897,True
objective-run-310258aca30343acf5b9,task-v2-3f363bac5736,O2,0.0499136840189029,1.7970575841339116,0.8469712681528141,2.003287679790477,True
objective-run-0f1854a4089c7539b781,task-v2-3f363bac5736,O3,0.0451292256647498,1.7819123926973035,0.8270416183620535,2.0375707046436973,True
objective-run-7d91b6f27ad495948f91,task-v2-f1a738d52e35,O0,0.0709677404945372,1.3793393026644722,0.4503070431590121,2.3367897353573754,True
objective-run-5cb4c293f771cd8f37ca,task-v2-f1a738d52e35,O1,0.0594895413612713,1.399440479644964,0.4589300210062348,2.3626013549099514,True
objective-run-823f47e541eb847ca2bb,task-v2-f1a738d52e35,O2,0.1101467984530276,1.4871550210255262,0.597301819478552,2.0722577851623654,True
objective-run-61f4269f3495adadd3d9,task-v2-f1a738d52e35,O3,0.1108198594209653,1.4960129797503423,0.6068328391713064,2.060707582565798,True
objective-run-05f7e63e01b3405048f7,task-v2-a0f813383468,O0,0.0951604807438198,1.3586860204989777,0.4538465012427982,2.260672056525742,True
objective-run-92662d603c13e62f57a3,task-v2-a0f813383468,O1,0.088573433796346,1.3672225344488014,0.4557959682451477,2.278483730365814,True
objective-run-783ebe350efc441480be,task-v2-a0f813383468,O2,0.1201681925277981,1.4630452447267317,0.5832134372545277,2.0562819851620784,True
objective-run-d1b3ffd0e443243ef697,task-v2-a0f813383468,O3,0.1593461474040166,1.5041656524541924,0.6635117998582132,1.858449757929736,True
objective-run-1317225bc4ac5597558c,task-v2-6996479d6302,O0,0.1808988761819973,1.2149201877129496,0.3958190638949475,2.06148430755906,True
objective-run-d322c95d046bc90d3cdc,task-v2-6996479d6302,O1,0.1779498664906944,1.2185452835911217,0.3964951500818159,2.0696552504461008,True
objective-run-f42e5d1d37443d302322,task-v2-6996479d6302,O2,0.1848263169315107,1.2636107105908885,0.448437027522399,1.9970840216830688,True
objective-run-acfc411de6ee416c92f7,task-v2-6996479d6302,O3,0.1801205095895208,1.294685244993026,0.4748057545825481,1.9848327166488888,True
objective-run-341fda7eb267276214b2,task-v2-4d2b9f5eb099,O0,0.0201278141372789,1.3909354486589751,0.4110632627962567,2.5285532947919065,True
objective-run-b2801a4c5d65806b866b,task-v2-4d2b9f5eb099,O1,0.0231046616490888,1.3833156638085349,0.4064203254576227,2.524265689595111,True
objective-run-c122b56d2050350290dd,task-v2-4d2b9f5eb099,O2,0.0434188393146394,1.6278889594194583,0.6713077987340998,2.1984356833219816,True
objective-run-ccbaa66d655a58b8e54c,task-v2-4d2b9f5eb099,O3,0.0305413482957717,1.5462645409230138,0.5768058892187842,2.3315700658939007,True
objective-run-e36a1f83384799fd757c,task-v2-2d64318cb7be,O0,0.0609591209177778,1.2982238550462235,0.3591829759640018,2.4579396612826647,True
objective-run-c4b041b455d6deddfb2b,task-v2-2d64318cb7be,O1,0.064009951300379,1.292219334431965,0.3562292857323424,2.4517408603665203,True
objective-run-858b129e6eb0064efb07,task-v2-2d64318cb7be,O2,0.052863284002841,1.5521640643560397,0.6050273483588803,2.2363827996325965,True
objective-run-8768842b285b5139578b,task-v2-2d64318cb7be,O3,0.0700640126146216,1.590815161353051,0.6608791739676715,2.128928788188464,True
objective-run-e96a7399f4e5b8ec4f87,task-v2-3cd2eda112d3,O0,0.0822313691186839,1.2147533139679072,0.2969846830865911,2.456321209557357,True
objective-run-843b3ede5d5f6c33882f,task-v2-3cd2eda112d3,O1,0.0860911627654492,1.2141158432895955,0.3002070060550438,2.4415195056486088,True
objective-run-97fdd5a19e363e20bed0,task-v2-3cd2eda112d3,O2,0.0999468819729407,1.2576424375625697,0.3575893195355101,2.342570034545668,True
objective-run-f7d02030f412ba641128,task-v2-3cd2eda112d3,O3,0.1031378135327585,1.2217692968361624,0.3249071103689207,2.365679449032804,True
objective-run-5e006d8837ff80257ec6,task-v2-f4789f22d2c1,O0,0.0134820647217175,1.340532409634689,0.3540144743564055,2.605539331478442,True
objective-run-4616eee1783211625042,task-v2-f4789f22d2c1,O1,0.025104805448016,1.3206964950116444,0.3458013004596608,2.578884283196292,True
objective-run-a9f842ce0d72f23cc0f4,task-v2-f4789f22d2c1,O2,0.1507419829356908,1.1322912628690456,0.2830332458047364,2.264740805388191,True
objective-run-820e37cbdbaaec5e5c89,task-v2-f4789f22d2c1,O3,0.0830858464542516,1.2422325317360938,0.3253183781903463,2.4254240824468987,True
objective-run-7d5b28254448162cae12,task-v2-4968f3a685c2,O0,0.001712038194821,1.2951849776266149,0.2968970158214365,2.6979668695941004,True
objective-run-03c8e7bec26292634f62,task-v2-4968f3a685c2,O1,0.0020861625863867,1.2969212392535718,0.2990074018399563,2.6947341104008835,True
objective-run-d2fdef41c38590907c17,task-v2-4968f3a685c2,O2,0.0147849211259211,1.579227615677114,0.5940125368030361,2.3616326998192005,True
objective-run-20c65409582cbbc3c68f,task-v2-4968f3a685c2,O3,0.0149150014151345,1.8078541307527904,0.8227691321679239,2.1324858635866724,True
objective-run-df08db98fa5699ecc0c1,task-v2-8f4071cbe937,O0,0.0126409893610916,1.4021985755478092,0.4148395649089036,2.5472374670078213,True
