task_id,graph_id,optimizer,objective,depth,seed_count,objective_value,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,median_nfev,median_nit,median_wall_time_s
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,Nelder-Mead,O0,2,3,1.720704066651097,1.720704066651097,0.003962846688064263,0.003962846688064263,1.0,2.41448720159134,120.0,73.0,4.616143154911697
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,Nelder-Mead,O0,3,3,1.8057373044243052,1.8057373044243052,0.0006795747677078686,0.0006795747677078686,1.0,1.648717175969805,120.0,74.0,7.565663922578096
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,Nelder-Mead,O3,2,3,0.9515304924831293,1.9400195932440376,0.011291682613713709,0.011291682613713709,1.0,2.869238593133478,120.0,69.0,5.608085325919092
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,Nelder-Mead,O3,3,3,1.0168935223657494,1.8912776584208035,0.0032070836661046652,0.0032070836661046652,1.0,2.322590220534557,120.0,74.0,6.8906927509233356
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,SLSQP,O0,2,3,1.6685681258839922,1.6685681258839922,0.00011457400634341876,0.00011457400634341876,1.0,0.8755660300867469,120.0,22.0,4.976377346552908
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,SLSQP,O0,3,3,1.675181223325441,1.675181223325441,0.0003730264945023992,0.0003730264945023992,1.0,1.3882196096376331,120.0,16.0,6.9618902979418635
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,SLSQP,O3,2,3,0.9505234770656369,1.9047538966975086,0.011113021657420305,0.011113021657420305,1.0,2.862312091339578,120.0,21.0,4.654662111774087
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,SLSQP,O3,3,3,1.011309827234837,1.9084594505166725,0.004141698436911884,0.004141698436911884,1.0,2.43365840471929,120.0,16.0,6.576933203265071
task-v2-3f363bac5736,g-60667963f6db3f1b,COBYLA,O0,2,3,1.9381026073324488,1.9381026073324488,0.006636313963024374,0.006636313963024374,1.0,0.8322268808853766,120.0,94.0,0.259483290836215
task-v2-3f363bac5736,g-60667963f6db3f1b,COBYLA,O0,3,3,1.761133895802486,1.761133895802486,0.00016841576474437622,0.00016841576474437622,1.0,-0.7633173016773047,120.0,93.0,0.3003280330449343
